# Summary stats forbatch processing of regression models
# timestamp: 2020-04-07 14:51:37
"ID","file_name","slope","p_val","r2"
79,"randFile091.csv",-0.107028908023673,0.449387846181803,0.00926047909543438
80,"randFile092.csv",0.561408579537383,0.0300259698745601,0.313299148190599
81,"randFile093.csv",-0.244331738109159,0.058179268032696,0.060496979202563
82,"randFile094.csv",0.00108976343000655,0.99204400767617,1.37143222626739e-06
83,"randFile095.csv",-0.0951219573896261,0.41125014182597,0.0110975574395484
84,"randFile096.csv",-0.119015520891237,0.685211671186969,0.0155092174337241
85,"randFile097.csv",0.174585692955314,0.132904443668293,0.0270005947312365
86,"randFile098.csv",0.136561506388751,0.198942406140138,0.0213385424375764
87,"randFile099.csv",-0.127143953113993,0.257363960169493,0.0170719266017382
88,"randFile100.csv",0.0977161670352249,0.595210896477935,0.00985401267135448
